1002 0
1007 0
1012 0
1017 0
1022 1
1027 0
1032 1
1037 4
1042 7
1047 8
1052 6
1057 17
1062 16
1067 16
1072 18
1077 25
1082 33
1087 44
1092 32
1097 43
1102 59
1107 54
1112 66
1117 69
1122 51
1127 60
1132 56
1137 52
1142 42
1147 33
1152 34
1157 30
1162 28
1167 26
1172 14
1177 10
1182 13
1187 16
1192 8
1197 1
1202 2
1207 1
1212 1
1217 1
1222 0
1227 0
1232 1
1237 0
1242 0
1247 0
# Underflows/Overflows: 1
