0 9886 0 0 113 1
1 9870 0 0 126 4
2 9851 0 0 143 6
3 9835 0 0 155 10
4 9812 0 0 175 13
5 9784 1 0 199 16
6 9755 1 0 224 20
7 9729 3 0 245 23
8 9695 7 0 271 27
9 9665 12 0 291 32
10 9624 28 0 312 36
11 9581 45 0 333 41
12 9527 70 0 356 47
13 9490 99 0 363 48
14 9431 115 0 400 54
15 9382 133 0 423 62
16 9315 147 0 465 73
17 9250 162 0 509 79
18 9186 180 0 547 87
19 9114 200 0 592 94
20 9033 239 0 629 99
21 8953 272 0 666 109
22 8889 308 0 689 114
23 8805 341 0 729 125
24 8727 376 0 764 133
25 8638 422 0 795 145
26 8536 459 0 846 159
27 8435 511 0 875 179
28 8341 555 0 913 191
29 8235 615 0 946 204
30 8107 660 0 1012 221
31 7998 700 0 1056 246
32 7891 756 0 1086 267
33 7771 834 0 1116 279
34 7649 899 0 1160 292
35 7550 962 0 1174 314
36 7425 1033 0 1207 335
37 7282 1100 0 1264 354
38 7162 1171 0 1293 374
39 7045 1253 0 1307 395
40 6933 1335 0 1318 414
41 6813 1430 0 1322 435
42 6699 1510 0 1332 459
43 6578 1607 0 1330 485
44 6440 1692 0 1365 503
45 6323 1777 0 1382 518
46 6195 1867 0 1401 537
47 6068 1974 0 1399 559
48 5936 2071 0 1412 581
49 5803 2170 0 1426 601
50 5684 2260 0 1428 628
51 5584 2367 0 1407 642
52 5467 2460 0 1413 660
53 5345 2573 0 1406 676
54 5244 2673 0 1368 715
55 5139 2772 0 1357 732
56 5044 2877 0 1325 754
57 4950 2990 0 1282 778
58 4843 3077 0 1281 799
59 4758 3184 0 1248 810
60 4685 3282 0 1200 833
61 4603 3366 0 1179 852
62 4518 3488 0 1122 872
63 4438 3586 0 1083 893
64 4362 3673 0 1054 911
65 4319 3782 0 974 925
66 4251 3862 0 948 939
67 4206 3949 0 895 950
68 4147 4042 0 851 960
69 4097 4117 0 815 971
70 4040 4195 0 780 985
71 3996 4272 0 734 998
72 3956 4335 0 694 1015
73 3923 4397 0 658 1022
74 3884 4458 0 626 1032
75 3851 4532 0 579 1038
76 3818 4594 0 544 1044
77 3796 4651 0 501 1052
78 3760 4707 0 470 1063
79 3734 4749 0 445 1072
80 3714 4793 0 416 1077
81 3689 4835 0 390 1086
82 3673 4879 0 359 1089
83 3656 4919 0 329 1096
84 3638 4955 0 305 1102
85 3622 4979 0 296 1103
86 3613 5011 0 268 1108
87 3596 5044 0 248 1112
88 3580 5066 0 242 1112
89 3573 5092 0 220 1115
90 3565 5116 0 198 1121
91 3551 5140 0 188 1121
92 3541 5155 0 181 1123
93 3533 5177 0 163 1127
94 3525 5193 0 153 1129
95 3517 5210 0 141 1132
96 3510 5228 0 129 1133
97 3498 5244 0 125 1133
98 3498 5254 0 113 1135
99 3492 5263 0 104 1141
