0 9889 0 0 110 1
1 9874 0 0 124 2
2 9858 0 0 139 3
3 9840 0 0 156 4
4 9816 0 0 180 4
5 9788 1 0 205 6
6 9757 1 0 231 11
7 9727 5 0 253 15
8 9686 9 0 283 22
9 9641 17 0 315 27
10 9603 29 0 334 34
11 9555 54 0 349 42
12 9506 74 0 368 52
13 9469 97 0 378 56
14 9413 116 0 413 58
15 9372 133 0 433 62
16 9316 149 0 469 66
17 9239 174 0 514 73
18 9167 190 0 565 78
19 9093 209 0 612 86
20 9033 247 0 626 94
21 8949 283 0 665 103
22 8863 317 0 702 118
23 8768 351 0 753 128
24 8677 386 0 798 139
25 8580 428 0 840 152
26 8483 477 0 871 169
27 8386 507 0 929 178
28 8281 557 0 973 189
29 8167 616 0 1022 195
30 8058 666 0 1065 211
31 7907 729 0 1134 230
32 7768 788 0 1193 251
33 7641 860 0 1228 271
34 7504 923 0 1290 283
35 7362 1004 0 1335 299
36 7229 1074 0 1374 323
37 7066 1144 0 1442 348
38 6923 1230 0 1474 373
39 6783 1315 0 1498 404
40 6637 1399 0 1541 423
41 6490 1489 0 1570 451
42 6351 1585 0 1589 475
43 6211 1680 0 1600 509
44 6088 1775 0 1604 533
45 5954 1887 0 1604 555
46 5815 2017 0 1588 580
47 5704 2147 0 1543 606
48 5567 2268 0 1531 634
49 5435 2384 0 1527 654
50 5335 2511 0 1479 675
51 5222 2612 0 1466 700
52 5127 2712 0 1436 725
53 5023 2823 0 1408 746
54 4915 2956 0 1364 765
55 4825 3078 0 1317 780
56 4732 3195 0 1275 798
57 4641 3293 0 1250 816
58 4549 3406 0 1213 832
59 4484 3504 0 1167 845
60 4420 3605 0 1107 868
61 4347 3716 0 1048 889
62 4286 3811 0 991 912
63 4237 3905 0 930 928
64 4181 3995 0 879 945
65 4134 4076 0 829 961
66 4079 4163 0 782 976
67 4030 4239 0 743 988
68 3985 4313 0 703 999
69 3945 4382 0 667 1006
70 3908 4444 0 637 1011
71 3867 4508 0 603 1022
72 3833 4568 0 572 1027
73 3794 4625 0 545 1036
74 3761 4664 0 527 1048
75 3734 4722 0 486 1058
76 3711 4771 0 456 1062
77 3681 4807 0 442 1070
78 3659 4847 0 417 1077
79 3633 4893 0 393 1081
80 3617 4931 0 364 1088
81 3610 4968 0 328 1094
82 3590 5001 0 309 1100
83 3575 5031 0 292 1102
84 3558 5054 0 283 1105
85 3549 5083 0 260 1108
86 3531 5108 0 249 1112
87 3517 5141 0 227 1115
88 3507 5170 0 204 1119
89 3492 5196 0 189 1123
90 3481 5217 0 177 1125
91 3473 5238 0 163 1126
92 3462 5254 0 157 1127
93 3453 5269 0 151 1127
94 3447 5284 0 139 1130
95 3444 5296 0 127 1133
96 3439 5308 0 116 1137
97 3428 5322 0 111 1139
98 3422 5334 0 104 1140
99 3420 5341 0 98 1141
